Geneid,Chr,Start,End,Strand,Length,T:1.5h-28C-1,T:1.5h-28C-2,T:1.5h-28C-3,T:3h-28C-1,T:3h-28C-2,T:3h-28C-3,T:9h-28C-1,T:9h-28C-2,T:9h-28C-3,C:1,C:2,C:3
gene:Solyc00g050030.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,12691806;12692454;12693297,12692260;12693213;12694181,+;+;+,2100,0,0,0,6,0,2,0,8,2,2,0,4
gene:Solyc00g050130.1,SL3.0ch00,12695607,12696989,+,1383,536,472,530,591,624,631,709,605,652,714,707,779
gene:Solyc00g050430.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12709267;12711435;12711743;12712180,12710895;12711602;12711910;12712817,+;+;+;+,2603,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g052430.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,12803180;12811024;12812526,12803214;12811546;12813056,+;+;+,1089,0,4,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g052540.1,SL3.0ch00;SL3.0ch00,12815020;12815640,12815288;12815691,-;-,321,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g052545.1,SL3.0ch00;SL3.0ch00,12829122;12829167,12829125;12829264,+;+,102,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g052940.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12830579;12831463;12832508;12833489,12831052;12831614;12832666;12833740,-;-;-;-,1037,0,0,0,0,0,0,0,0,0,0,0,1
gene:Solyc00g053440.3,SL3.0ch00;SL3.0ch00,12857298;12857740,12857643;12857960,+;+,567,111,136,90,95,66,112,110,132,84,135,134,193
gene:Solyc00g053740.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12870728;12871489;12871631;12871931,12871417;12871539;12871723;12872222,+;+;+;+,1126,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g055940.1,SL3.0ch00,12972887,12973270,-,384,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g055950.1,SL3.0ch00,12973422,12974111,+,690,0,0,0,0,0,0,2,0,0,0,0,0
gene:Solyc00g055960.1,SL3.0ch00,12974186,12975472,+,1287,0,0,0,2,0,0,0,0,0,1,2,0
gene:Solyc00g055970.1,SL3.0ch00,12975530,12975871,-,342,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g055980.2,SL3.0ch00,12976501,12977400,-,900,0,0,0,4,0,0,0,0,0,0,0,0
gene:Solyc00g055985.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,12976603;12982573;12982830,12977370;12982665;12982892,+;+;+,924,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g056180.1,SL3.0ch00,12985503,12985694,-,192,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g056680.1,SL3.0ch00,13008302,13009915,+,1614,0,2,0,0,0,0,2,4,0,0,0,2
gene:Solyc00g057280.1,SL3.0ch00;SL3.0ch00,13036274;13036803,13036654;13036904,-;-,483,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g057880.3,SL3.0ch00;SL3.0ch00,13061179;13063711,13062096;13064546,+;+,1754,4,0,0,0,0,0,0,0,2,4,2,0
gene:Solyc00g058480.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,13087543;13089077;13089857,13088996;13089173;13089903,-;-;-,1598,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g058900.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,13108838;13109455;13110291,13109034;13109710;13110917,-;-;-,1080,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g059100.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13117663;13118424;13119831;13120867,13118062;13119053;13119932;13120903,-;-;-;-,1169,42,56,44,77,73,91,70,76,73,75,67,82
gene:Solyc00g059500.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13135840;13136770;13137601;13137703;13138264,13135994;13136960;13137610;13137753;13139208,+;+;+;+;+,1352,741,891,807,988,908,1047,953,980,1357,1011,1104,1179
gene:Solyc00g059505.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13155045;13155167;13155234;13155452;13155590,13155133;13155214;13155276;13155549;13155840,-;-;-;-;-,529,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g060700.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,13189476;13190883;13191929,13190663;13191716;13192336,+;+;+,2430,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g060710.1,SL3.0ch00,13192771,13193184,+,414,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g060810.3,SL3.0ch00;SL3.0ch00,13195540;13197788,13196132;13198111,-;-,917,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc07g021600.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,13289271;13292535;13294294,13289347;13292620;13294544,+;+;+,414,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g063110.3,SL3.0ch00;SL3.0ch00,13299901;13301447,13300617;13302234,-;-,1505,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g063510.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13316010;13317540;13318548;13319440,13316258;13317716;13318656;13319570,-;-;-;-,666,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g065510.2,SL3.0ch00,13408911,13409651,+,741,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g065610.1,SL3.0ch00,13409704,13410219,-,516,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g065620.1,SL3.0ch00,13410333,13410797,-,465,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g065630.2,SL3.0ch00,13411479,13413062,-,1584,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g065930.1,SL3.0ch00;SL3.0ch00,13422361;13423076,13422837;13424467,-;-,1869,2,0,0,0,0,0,0,0,2,0,0,0
gene:Solyc00g065940.1,SL3.0ch00,13425873,13426175,-,303,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g066140.1,SL3.0ch00;SL3.0ch00,13432002;13432848,13432807;13433544,-;-,1503,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g066150.2,SL3.0ch00,13434221,13435324,-,1104,0,0,0,0,0,0,4,0,0,0,0,0
gene:Solyc00g066350.1,SL3.0ch00,13439928,13440236,+,309,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g066155.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13439928;13440414;13440556;13440711;13440979;13443545,13440204;13440478;13440597;13440905;13441278;13443577,+;+;+;+;+;+,912,1,1,0,2,0,1,0,0,0,2,0,0
gene:Solyc00g068970.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,13553699;13553869;13554907,13553746;13554392;13555018,-;-;-,684,6156,20832,9648,12341,8031,12642,12315,11351,8431,6908,7894,14078
gene:Solyc00g068980.2,SL3.0ch00,13555286,13555447,+,162,80,348,96,133,78,152,139,135,65,85,87,173
gene:Solyc00g068985.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,13561271;13561699;13562880,13561539;13562054;13563019,-;-;-,765,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g069680.2,SL3.0ch00;SL3.0ch00,13583830;13584321,13583906;13584480,-;-,237,0,0,0,1,1,0,1,0,1,0,0,1
gene:Solyc01g058600.1,SL3.0ch00;SL3.0ch00,13584323;13585228,13584449;13585334,+;+,234,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g069880.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13592953;13593129;13593917;13595507;13595948,13593015;13593234;13594010;13595630;13596389,+;+;+;+;+,829,1,5,0,5,2,0,2,0,0,0,2,2
gene:Solyc00g069883.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,13621827;13628441;13628601,13621979;13628488;13628727,+;+;+,328,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g069887.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,13631191;13632323;13633694,13632117;13632648;13634540,+;+;+,2100,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g071180.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13643689;13648424;13648631;13649015;13649641;13650067;13650493;13650884;13651294;13651767,13643706;13648549;13648912;13649296;13649922;13650348;13650774;13651165;13651575;13651920,-;-;-;-;-;-;-;-;-;-,2272,86,78,118,72,104,127,124,85,110,89,104,121
gene:Solyc00g071580.1,SL3.0ch00;SL3.0ch00,13665799;13666944,13666050;13667027,-;-,336,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g071590.1,SL3.0ch00;SL3.0ch00,13668313;13668625,13668528;13668690,-;-,282,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g071600.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,13668797;13669218;13669449,13669169;13669383;13669635,-;-;-,726,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g072100.3,SL3.0ch00;SL3.0ch00,13689767;13690276,13690193;13690746,-;-,898,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g072400.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,13702441;13703262;13703542,13703195;13703456;13703899,-;-;-,1308,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g072405.1,SL3.0ch00;SL3.0ch00,13711987;13712179,13712140;13712468,+;+,444,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g072800.3,SL3.0ch00,13719079,13719710,+,632,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g073900.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13763622;13764178;13764723;13764835,13763851;13764562;13764766;13765120,+;+;+;+,945,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g073910.2,SL3.0ch00,13766704,13767263,+,560,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g074210.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,13777617;13778098;13778315,13777933;13778228;13778488,+;+;+,622,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g074810.1,SL3.0ch00,13802002,13803111,-,1110,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g074820.1,SL3.0ch00,13804295,13805221,+,927,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g074830.2,SL3.0ch00,13805375,13805809,-,435,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g075030.3,SL3.0ch00;SL3.0ch00,13810150;13811081,13810793;13811277,+;+,841,395,446,471,481,402,494,420,678,530,746,772,550
gene:Solyc00g075035.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,13827014;13827651;13828666;13829612,13827528;13828455;13828778;13829621,-;-;-;-,1443,108,27,116,126,137,71,107,134,164,193,160,122
gene:Solyc00g076250.1,SL3.0ch00;SL3.0ch00,13863705;13864418,13863923;13864507,-;-,309,0,0,0,0,0,1,0,0,0,0,0,0
gene:Solyc06g050450.1,SL3.0ch00,13927912,13928067,+,156,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc06g050455.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,14041679;14041994;14042206,14041936;14042160;14042395,-;-;-,615,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g080750.3,SL3.0ch00;SL3.0ch00,14047598;14048622,14047926;14049269,-;-,977,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g082150.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,14105779;14106818;14108048,14106496;14107726;14108114,-;-;-,1694,576,612,655,690,703,712,779,790,754,797,870,861
gene:Solyc00g084650.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14205230;14205454;14205791;14206137;14208634;14209329;14210367;14210897;14211227;14211484;14211786,14205350;14205710;14205832;14206186;14208729;14209809;14210485;14211128;14211408;14211649;14212157,-;-;-;-;-;-;-;-;-;-;-,2118,0,0,0,2,0,0,0,0,0,0,0,0
gene:Solyc00g084750.3,SL3.0ch00;SL3.0ch00,14209124;14210342,14209845;14210498,-;-,879,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g084760.1,SL3.0ch00;SL3.0ch00,14210856;14211373,14211286;14211628,-;-,687,0,0,0,0,0,0,0,0,2,0,0,0
gene:Solyc00g084870.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,14216157;14216337;14216617,14216162;14216595;14216894,+;+;+,543,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g085070.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14221177;14221893;14222489;14222951;14223344;14223709;14224490;14224749,14221734;14222171;14222764;14223175;14223512;14223883;14224589;14224801,-;-;-;-;-;-;-;-,1835,31232,31809,32715,35548,34369,38280,38728,39569,42965,40849,43802,40789
gene:Solyc00g085770.1,SL3.0ch00,14249877,14250068,-,192,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g085780.2,SL3.0ch00,14251795,14252010,-,216,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc03g081340.1,SL3.0ch00,14260495,14260710,+,216,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g088080.1,SL3.0ch00,14340347,14340883,-,537,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g088090.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,14341067;14342236;14343469,14342031;14343145;14343984,-;-;-,2391,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g088190.1,SL3.0ch00,14344270,14345043,+,774,0,0,0,0,0,0,0,0,0,0,2,0
gene:Solyc00g088200.1,SL3.0ch00;SL3.0ch00,14346028;14346216,14346120;14347313,+;+,1191,0,0,0,2,0,0,0,0,0,0,0,0
gene:Solyc00g088210.2,SL3.0ch00,14347668,14348066,+,399,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc06g024210.2,SL3.0ch00,14391866,14392228,-,363,479,1583,476,758,340,733,652,726,481,339,439,977
gene:Solyc00g090110.1,SL3.0ch00,14418923,14419840,+,918,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g090115.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14419157;14419975;14421508;14421873;14433162;14436049;14436305;14438349;14438550;14438710,14419862;14420432;14421862;14422549;14433263;14436139;14436359;14438448;14438655;14438888,-;-;-;-;-;-;-;-;-;-,2829,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g090120.2,SL3.0ch00,14419959,14420589,-,631,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g090130.2,SL3.0ch00;SL3.0ch00,14421470;14421850,14421801;14422576,+;+,1059,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g090430.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14432233;14433151;14433712;14434004,14433026;14433246;14433878;14434023,+;+;+;+,1077,36,35,22,26,34,16,26,37,28,26,24,42
gene:Solyc00g090630.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,14438271;14438503;14438790,14438448;14438655;14438914,-;-;-,456,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g090640.1,SL3.0ch00,14439227,14439694,-,468,0,0,0,0,0,0,0,2,0,0,0,0
gene:Solyc00g090650.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14439737;14440116;14440502;14441144,14440019;14440367;14440926;14441347,-;-;-;-,1164,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g090660.1,SL3.0ch00,14441470,14441661,-,192,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g090860.2,SL3.0ch00,14446055,14446495,-,441,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g090870.3,SL3.0ch00;SL3.0ch00,14448610;14449371,14449293;14449470,-;-,784,0,0,0,0,0,2,0,0,0,0,0,0
gene:Solyc00g091170.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14458135;14458598;14459807;14460521,14458482;14458770;14460163;14461278,+;+;+;+,1636,6,6,5,0,8,4,10,12,2,14,10,16
gene:Solyc00g092870.1,SL3.0ch00,14523607,14523834,+,228,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g092880.1,SL3.0ch00,14523995,14524201,-,207,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g092890.1,SL3.0ch00,14524321,14524674,-,354,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g092900.2,SL3.0ch00;SL3.0ch00,14526311;14527545,14527354;14527568,-;-,1068,0,0,0,0,0,2,0,3,0,0,2,0
gene:Solyc00g093000.1,SL3.0ch00;SL3.0ch00,14530107;14530224,14530168;14530287,-;-,126,32,33,71,31,56,57,68,43,64,74,82,76
gene:Solyc00g093100.2,SL3.0ch00;SL3.0ch00,14531856;14532210,14532119;14532527,+;+,582,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g094010.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,14565974;14566814;14566996,14566732;14566909;14567031,-;-;-,891,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g094020.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14567950;14568646;14569150;14569400;14571148,14568492;14569093;14569299;14569719;14571243,-;-;-;-;-,1557,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g094520.1,SL3.0ch00,14585491,14585676,-,186,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g094530.1,SL3.0ch00,14586316,14586705,-,390,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g094540.1,SL3.0ch00,14586900,14587229,+,330,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g094550.1,SL3.0ch00,14588158,14588391,-,234,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g095450.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,14619881;14620168;14620600,14620078;14620511;14620801,-;-;-,744,0,4,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g095460.1,SL3.0ch00,14621905,14622909,+,1005,0,0,0,0,2,0,0,0,0,0,0,0
gene:Solyc00g095465.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14633844;14634266;14634438;14634558;14635621;14635715;14635866,14633954;14634349;14634513;14635578;14635673;14635820;14635923,+;+;+;+;+;+;+,1509,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g095860.1,SL3.0ch00,14637616,14638287,-,672,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g096060.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14643846;14644725;14645184;14645391,14643971;14644817;14645240;14645519,-;-;-;-,405,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g096460.2,SL3.0ch00;SL3.0ch00,14658313;14660891,14658613;14660996,+;+,407,4,4,6,0,2,4,3,4,0,4,0,0
gene:Solyc00g097260.1,SL3.0ch00,14689969,14690367,+,399,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g097960.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,14715568;14716270;14717481,14715778;14716393;14717720,+;+;+,575,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g098560.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14737328;14737713;14737962;14738346,14737553;14737861;14738235;14738876,+;+;+;+,1180,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g099160.1,SL3.0ch00,14760615,14760965,-,351,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g099460.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14770848;14771385;14771797;14772321;14772705,14771143;14771735;14772258;14772482;14772897,-;-;-;-;-,1464,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g099470.1,SL3.0ch00,14773287,14774336,+,1050,0,0,0,0,0,0,0,1,0,0,0,0
gene:Solyc00g099570.2,SL3.0ch00,14774638,14775480,+,843,0,0,0,2,0,0,0,4,0,0,0,0
gene:Solyc00g099580.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14778387;14778507;14778904;14779395;14780310,14778392;14778624;14779215;14779522;14780831,-;-;-;-;-,1086,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g099880.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14788697;14788925;14789080;14789274,14788736;14788993;14789196;14789485,+;+;+;+,438,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g100880.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,14823532;14824027;14824354,14823882;14824248;14824981,+;+;+,1201,0,0,0,0,0,1,0,0,1,0,0,1
gene:Solyc00g101700.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,14849494;14850052;14851569,14849647;14850164;14851790,-;-;-,489,0,0,0,0,1,0,0,0,0,0,0,0
gene:Solyc00g102400.3,SL3.0ch00;SL3.0ch00,14875562;14875704,14875628;14878935,+;+,3299,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104200.2,SL3.0ch00,14941879,14943119,+,1241,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104210.1,SL3.0ch00,14944711,14945181,+,471,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104310.2,SL3.0ch00,14945800,14946507,+,708,0,0,0,0,0,0,0,0,0,0,2,0
gene:Solyc00g104320.1,SL3.0ch00,14946838,14947101,-,264,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104330.2,SL3.0ch00;SL3.0ch00,14948199;14948436,14948377;14948892,-;-,636,41,0,1,0,0,0,0,0,0,0,0,0
gene:Solyc00g104333.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14949980;14952158;14952315;14952634,14950032;14952209;14952422;14952754,-;-;-;-,334,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104337.1,SL3.0ch00,14956723,14957139,+,417,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104630.2,SL3.0ch00,14959287,14960090,+,804,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104730.2,SL3.0ch00;SL3.0ch00,14960814;14961306,14961251;14961458,+;+,591,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104740.2,SL3.0ch00;SL3.0ch00,14963018;14963106,14963043;14963757,+;+,678,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g104940.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,14967634;14967735;14968026;14968211;14969109,14967653;14967823;14968117;14968357;14969207,-;-;-;-;-,447,0,6,4,0,4,8,0,5,1,6,0,6
gene:Solyc00g106650.2,SL3.0ch00,15032857,15033078,+,222,65,62,56,76,69,92,91,46,89,81,79,75
gene:Solyc00g107050.1,SL3.0ch00,15044452,15044886,-,435,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g107055.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,15071893;15072220;15073164,15071993;15072465;15073353,-;-;-,537,4,3,4,0,2,4,6,5,1,12,6,4
gene:Solyc00g108550.1,SL3.0ch00;SL3.0ch00,15101383;15102114,15101564;15102417,-;-,486,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g108555.1,SL3.0ch00;SL3.0ch00,15116822;15117945,15117127;15117950,-;-,312,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g109450.1,SL3.0ch00,15133715,15133864,-,150,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g109850.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,15145122;15145289;15145746,15145220;15145690;15146312,-;-;-,1068,2,0,0,0,0,0,0,0,0,0,0,2
gene:Solyc00g109860.2,SL3.0ch00;SL3.0ch00,15148028;15148871,15148555;15149017,+;+,675,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g110060.1,SL3.0ch00,15152348,15152587,-,240,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g110070.2,SL3.0ch00;SL3.0ch00,15152660;15154394,15154332;15155289,+;+,2569,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g110370.1,SL3.0ch00,15166010,15166354,-,345,0,0,2,0,0,2,0,0,0,0,0,0
gene:Solyc00g110870.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,15180892;15181447;15183170,15180977;15182730;15184121,-;-;-,2322,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g111170.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,15193790;15194220;15194466,15193873;15194375;15194705,+;+;+,480,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g111370.2,SL3.0ch00;SL3.0ch00,15201384;15201547,15201439;15202141,+;+,651,0,0,1,0,0,0,0,0,0,10,0,0
gene:Solyc00g111770.1,SL3.0ch00,15213282,15213593,+,312,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g111780.2,SL3.0ch00,15216140,15216343,+,204,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g112190.2,SL3.0ch00;SL3.0ch00,15229068;15229940,15229853;15230377,-;-,1224,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g112490.2,SL3.0ch00,15237730,15238941,+,1212,0,0,0,0,0,0,0,2,0,0,0,0
gene:Solyc00g112500.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,15240004;15240147;15240675,15240051;15240620;15241139,+;+;+,987,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g112505.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,15240711;15242050;15242236,15241115;15242142;15242310,-;-;-,573,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g112600.1,SL3.0ch00,15243901,15244053,-,153,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g112700.2,SL3.0ch00;SL3.0ch00,15244887;15245058,15244933;15245826,+;+,816,0,0,0,0,0,0,0,0,0,1,0,0
gene:Solyc00g112710.1,SL3.0ch00,15247923,15248180,+,258,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g112810.2,SL3.0ch00,15248464,15249396,+,933,0,0,0,0,0,0,1,0,0,0,2,0
gene:Solyc00g112820.1,SL3.0ch00,15250914,15251120,+,207,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g112930.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,15251847;15253249;15253781,15252218;15253330;15254586,-;-;-,1260,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g113730.1,SL3.0ch00,15280257,15280760,-,504,0,0,0,0,0,1,0,0,2,0,0,0
gene:Solyc00g113740.1,SL3.0ch00,15280885,15281046,-,162,0,0,0,0,0,0,0,0,0,0,0,0
